Addr,City,Cust Nm,Cust Region,Cust Terr,Decile (group),Email,End Date,Geo Id,Geo Level Nm,Geo Nm,Load date,Mdm Id,Prod Id,Prod Nm,Speciality,Start Date,State,Time Bucket,Time Bucket Master,Trgt Flg,Zip,Curr Calls,Curr Emails Clicked,Curr Emails Open,Curr Emails Sent,Curr Emails Unsubcribed,Curr In Prsn Calls,Curr Vrtl Calls,Decile,Fax,Geo Level Id,Phone,SR no,Tot Spkr Prgm,Tot Spkr Prgm Atnd
1808 7TH AVE S # BDB615,STILLWATER,PARKER JOHN HU,MIDWEST,MINNEAPOLIS SOUTH,Decile 9-10,PARKER JOHN HU@gmail.com,12/20/2021,U000101,NATION,US,5/6/2021,10018208,1001001,EXL,Consultants,9/10/2020,MN,LTD,LTD,Y,55082,3,0,3,3,0,1,2,9,3144547524,2,9007331374,74,1,1
2813 CLEVELAND TER,FAIRFIELD,NORMA E OWENS-HIXON,NORTHEAST,HARTFORD,Decile 1-2,NORMA E OWENS-HIXON@yahoo.com,12/20/2021,U000101,NATION,US,6/5/2021,10018215,1001001,EXL,Hospitals,9/10/2020,CT,LTD,LTD,N,06825,0,1,3,4,0,0,0,2,3147475157,2,8307331382,75,0,0
3800 JOHNSON ST STE E,NEW BRITAIN,JUBRAN A HOCHE,NORTHEAST,HARTFORD,Decile 7-8,JUBRAN A HOCHE@aolmail.com,12/20/2021,U000101,NATION,US,9/18/2021,10018222,1001001,EXL,Hospitals,9/10/2020,CT,LTD,LTD,N,06052,1,0,0,0,0,0,1,8,3143629878,2,9407331390,76,1,1
1120 15TH ST,VERNON,CHRISTOPHER M THURMOND,NORTHEAST,HARTFORD,Decile 7-8,CHRISTOPHER M THURMOND@aolmail.com,12/20/2021,U000101,NATION,US,12/2/2021,10018229,1001001,EXL,Hospitals,9/10/2020,CT,LTD,LTD,N,06066,0,0,2,3,0,0,0,7,3143625743,2,8407331398,77,1,0
460 W 10TH AVE,CLEARFIELD,MIRIAM RACHEL BERG,GREAT LAKES,PITTSBURGH,Decile 3-4,MIRIAM RACHEL BERG@EDU.ORG,12/20/2021,U000101,NATION,US,12/19/2020,10018236,1001001,EXL,Hospitals,9/10/2020,PA,LTD,LTD,N,16830,3,1,2,4,0,1,2,4,8606798770,2,9007331406,78,1,0
200 1ST ST SW,ELKIN,CARRIE A THOMPSON,MID-CENTRAL,CHARLOTTE,Decile 9-10,CARRIE A THOMPSON@gmail.com,12/20/2021,U000101,NATION,US,12/29/2020,10018243,1001001,EXL,Consultants,9/10/2020,NC,LTD,LTD,Y,28621,2,0,3,3,0,0,2,9,8602473803,2,9407331414,79,0,0
259 E ERIE ST FL 17,MONROE,HANNA M COYLE,MID-CENTRAL,CHARLOTTE,Decile 9-10,HANNA M COYLE@aolmail.com,12/20/2021,U000101,NATION,US,11/19/2021,10018250,1001001,EXL,Hospitals,9/10/2020,NC,LTD,LTD,Y,28112,1,0,0,3,0,0,1,10,2037856414,2,9407331422,80,0,0
W 13 MILE RD EC 3601,GERMANTOWN,BRADFORD L WALTERS,MID-CENTRAL,MEMPHIS LITTLE ROCK,Decile 5-6,BRADFORD L WALTERS@thunderbird.com,12/20/2021,U000101,NATION,US,2/18/2021,10018257,1001001,EXL,Hospitals,9/10/2020,TN,LTD,LTD,N,38138,2,2,2,4,0,0,2,5,2036884740,2,8407331430,81,1,0
19 PROSPECT ST,MADISON,JOSELITO B DOMINGO,MIDWEST,MILWAUKEE,Decile 5-6,JOSELITO B DOMINGO@yahoo.com,12/20/2021,U000101,NATION,US,3/19/2021,10018264,1001001,EXL,Consultants,9/10/2020,WI,LTD,LTD,N,53792,2,2,3,3,0,0,2,5,2037853922,2,8307331438,82,0,0
1 TRILLIUM WAY,BRIDGEPORT,CHARLES WILLIAM BRISCOE,NORTHEAST,HARTFORD,Decile 5-6,CHARLES WILLIAM BRISCOE@GLOBAL.NET,12/20/2021,U000101,NATION,US,10/29/2020,10018271,1001001,EXL,Hospitals,9/10/2020,CT,LTD,LTD,N,06610,1,0,0,1,0,0,1,5,8662859740,2,7507331446,83,0,0
836 E 65TH ST STE 42,WHITEHALL,EDWARD G PELLICANO,MID-ATLANTIC,ALLENTOWN,Decile 3-4,EDWARD G PELLICANO@yahoo.com,12/20/2021,U000101,NATION,US,11/13/2020,10018278,1001001,EXL,Hospitals,9/10/2020,PA,LTD,LTD,N,18052,2,0,0,0,0,1,1,4,7044467389,2,9007331454,84,1,0
1011 BERK RD,ALEXANDRIA,ROBERT M BRACKBILL,MID-ATLANTIC,WASHINGTON DC SOUTH,Decile 3-4,ROBERT M BRACKBILL@gmail.com,12/20/2021,U000101,NATION,US,10/28/2020,10018285,1001001,EXL,Hospitals,9/10/2020,VA,LTD,LTD,N,22304,0,2,3,3,0,0,0,4,7046324001,2,8307331462,85,0,0
200 HAWKINS DR,ARDEN,PEGGY C NOPOULOS,MID-CENTRAL,CHARLOTTE,Decile 9-10,PEGGY C NOPOULOS@gmail.com,12/20/2021,U000101,NATION,US,11/16/2021,10018292,1001001,EXL,Consultants,9/10/2020,NC,LTD,LTD,Y,28704,1,0,0,3,0,1,0,9,9106157907,2,7507331470,86,0,0
2333 BIDDLE AVE,HICKORY,SOMY S GEORGE,MID-CENTRAL,CHARLOTTE,Decile 9-10,SOMY S GEORGE@aolmail.com,12/20/2021,U000101,NATION,US,9/23/2021,10018299,1001001,EXL,Consultants,9/10/2020,NC,LTD,LTD,Y,28602,1,1,2,2,1,1,0,9,9193508146,2,8407331478,87,1,1
2293 SUGAR HILL RD STE A,CLAYTON,ANN MARIE MARIE GARDNER HAMMOND,MID-CENTRAL,RALEIGH DURHAM,Decile 7-8,ANN MARIE MARIE GARDNER HAMMOND@gmail.com,12/20/2021,U000101,NATION,US,12/6/2021,10018306,1001001,EXL,Hospitals,9/10/2020,NC,LTD,LTD,N,27520,2,0,0,3,0,1,1,7,9193507577,2,9407331486,88,1,1
333 CEDAR ST,CORDOVA,PAUL H DESAN,MID-CENTRAL,MEMPHIS LITTLE ROCK,Decile 9-10,PAUL H DESAN@gmail.com,12/20/2021,U000101,NATION,US,1/26/2021,10018313,1001001,EXL,Hospitals,9/10/2020,TN,LTD,LTD,Y,38018,1,0,0,2,0,1,0,10,9106627501,2,7507331494,89,1,1
300 LAKE DR E,LAKE FOREST,JEFFREY A SCZUBLEWSKI,MIDWEST,CHICAGO NORTH,Decile 7-8,JEFFREY A SCZUBLEWSKI@gmail.com,12/20/2021,U000101,NATION,US,12/3/2021,10018320,1001001,EXL,Hospitals,9/10/2020,IL,LTD,LTD,N,60045,1,1,3,3,1,0,1,8,5156438933,2,8107331502,90,0,0
111 N HURON ST STE 200,SHOREVIEW,JASON HENNING LEY KAHN,MIDWEST,MINNEAPOLIS NORTH,Decile 5-6,JASON HENNING LEY KAHN@gmail.com,12/20/2021,U000101,NATION,US,12/10/2020,10018327,1001001,EXL,Hospitals,9/10/2020,MN,LTD,LTD,N,55126,2,0,0,0,0,1,1,6,3193564905,2,9007331510,91,0,0
20050 HARVARD RD 304,ST ANTHONY,ARUN KUMAR GUPTA,MIDWEST,MINNEAPOLIS NORTH,Decile 7-8,ARUN KUMAR GUPTA@GLOBAL.NET,12/20/2021,U000101,NATION,US,10/23/2021,10018334,1001001,EXL,Consultants,9/10/2020,MN,LTD,LTD,N,55421,3,0,3,4,0,1,2,8,3193564693,2,9407331518,92,1,0
890 OAK ST SE,GLEN MILLS,AMANDA R JOHNSTON,MID-ATLANTIC,PHILADELPHIA SOUTH,Decile 7-8,AMANDA R JOHNSTON@outlook.com,12/20/2021,U000101,NATION,US,8/27/2021,10018341,1001001,EXL,Hospitals,9/10/2020,PA,LTD,LTD,N,19342,1,0,0,1,0,1,0,8,3193564547,2,8407331526,93,1,0
1300 N 12TH ST STE 320,FAIRFAX STATION,SHEHZAD HASSAN AYUB,MID-ATLANTIC,WASHINGTON DC SOUTH,Decile 1-2,SHEHZAD HASSAN AYUB@aolmail.com,12/20/2021,U000101,NATION,US,6/8/2021,10018348,1001001,EXL,Hospitals,9/10/2020,VA,LTD,LTD,N,22039,2,0,1,1,0,1,1,1,3126955747,2,9007331534,94,0,0
1441 FLORIDA AVE,HENDERSONVILLE,MANJULA K REDDY,MID-CENTRAL,CHARLOTTE,Decile 5-6,MANJULA K REDDY@yahoo.com,12/20/2021,U000101,NATION,US,4/26/2021,10018355,1001001,EXL,Hospitals,9/10/2020,NC,LTD,LTD,N,28791,3,2,2,2,0,1,2,5,3129266511,2,8407331542,95,1,1
930 SEMINARY ST,RAEFORD,ANDREW CHARLES NOTHMANN,MID-CENTRAL,CHARLOTTE,Decile 7-8,ANDREW CHARLES NOTHMANN@aolmail.com,12/20/2021,U000101,NATION,US,10/10/2020,10018362,1001001,EXL,Hospitals,9/10/2020,NC,LTD,LTD,N,28376,1,1,2,4,0,0,1,7,6512417168,2,9407331550,96,0,0
9302 N MERIDIAN ST STE 101,MONETT,CARYN M VOGEL,MIDWEST,SPRINGFIELD / SAINT LOUIS WEST,Decile 1-2,CARYN M VOGEL@gmail.com,12/20/2021,U000101,NATION,US,8/19/2021,10018369,1001001,EXL,Hospitals,9/10/2020,MO,LTD,LTD,N,65708,2,0,0,0,0,1,1,2,6512412793,2,7807331558,97,1,0
230 WORCESTER ST,EDISON,EMILY JAYNE SCARBO,MID-ATLANTIC,NORTH JERSEY,Decile 5-6,EMILY JAYNE SCARBO@icould.com,12/20/2021,U000101,NATION,US,5/4/2021,10018376,1001001,EXL,Hospitals,9/10/2020,NJ,LTD,LTD,N,08820,1,0,2,2,0,1,0,6,3143626959,2,7807331566,98,0,0
7901 BROADWAY,JEFFERSONVILLE,AMIR  LOGHMANI,MID-CENTRAL,LOUISVILLE,Decile 1-2,AMIR  LOGHMANI@GLOBAL.NET,12/20/2021,U000101,NATION,US,12/7/2020,10018383,1001001,EXL,Hospitals,9/10/2020,IN,LTD,LTD,N,47130,1,1,3,4,1,1,0,2,3143621185,2,7507331574,99,1,0
1600 W 24TH ST,HARRISBURG,INBAR  SHAVIT,MID-CENTRAL,CHARLOTTE,Decile 7-8,INBAR  SHAVIT@thunderbird.com,12/20/2021,U000101,NATION,US,10/30/2021,10018390,1001001,EXL,Hospitals,9/10/2020,NC,LTD,LTD,N,28075,3,0,1,3,0,1,2,7,9202362931,2,9007331582,100,0,0
48 SANDERSON ST,WEST HAVEN,KATRINA K HULL,NORTHEAST,HARTFORD,Decile 5-6,KATRINA K HULL@gmail.com,12/20/2021,U000101,NATION,US,2/27/2021,10018397,1001001,EXL,Hospitals,9/10/2020,CT,LTD,LTD,N,06516,2,1,2,2,0,1,1,5,2037893007,2,7507331590,101,1,1
701 GROVE RD,AGAWAM,CHRISTOPHER N WILEY,NORTHEAST,ALBANY,Decile 1-2,CHRISTOPHER N WILEY@gmail.com,12/20/2021,U000101,NATION,US,9/11/2020,10018404,1001001,EXL,Hospitals,9/10/2020,MA,LTD,LTD,N,01001,1,0,0,4,0,1,0,1,6036500438,2,9407331598,102,0,0
22 BRAMHALL ST,SCARBOROUGH,ELIZABETH L HERRLE,NORTHEAST,BOSTON NORTH,Decile 3-4,ELIZABETH L HERRLE@GLOBAL.NET,12/20/2021,U000101,NATION,US,2/27/2021,10018411,1001001,EXL,Hospitals,9/10/2020,ME,LTD,LTD,N,04074,2,0,0,2,0,0,2,4,7187715777,2,9407331606,103,0,0
6401 POPLAR AVE STE 400,OLEAN,PAUL JAY KATZ,NORTHEAST,ROCHESTER,Decile 3-4,PAUL JAY KATZ@outlook.com,12/20/2021,U000101,NATION,US,6/30/2021,10018418,1001001,EXL,Hospitals,9/10/2020,NY,LTD,LTD,N,14760,1,0,0,0,0,0,1,4,4104026880,2,8107331614,104,1,0
325 9TH AVE,BIRMINGHAM,WADE JULIAN HART REINER,SOUTH EAST,BIRMINGHAM,Decile 5-6,WADE JULIAN HART REINER@aolmail.com,12/20/2021,U000101,NATION,US,9/25/2021,10018425,1001001,EXL,Hospitals,9/10/2020,AL,LTD,LTD,N,35233,1,1,1,4,1,1,0,6,8566688490,2,7507331622,105,1,1
233 S MAIN ST,JACKSONVILLE,JONATHAN R BEERS,SOUTH EAST,JACKSONVILLE,Decile 3-4,JONATHAN R BEERS@gmail.com,12/20/2021,U000101,NATION,US,12/14/2020,10018432,1001001,EXL,Hospitals,9/10/2020,FL,LTD,LTD,N,32257,2,1,1,4,1,0,2,3,7179727366,2,8107331630,106,0,0
1217 US HIGHWAY 41,HOLLYWOOD,TEOFILO S VINLUAN,SOUTH EAST,MIAMI,Decile 1-2,TEOFILO S VINLUAN@gmail.com,12/20/2021,U000101,NATION,US,1/23/2021,10018439,1001001,EXL,Hospitals,9/10/2020,FL,LTD,LTD,N,33021,2,2,2,4,0,0,2,1,7177418016,2,8407331638,107,0,0
3636 HIGH ST,ATLANTA,LOUISA APONGSE FOYERE AYAFOR,SOUTH EAST,ATLANTA NORTH,Decile 5-6,LOUISA APONGSE FOYERE AYAFOR@gmail.com,12/20/2021,U000101,NATION,US,11/30/2020,10018446,1001001,EXL,Hospitals,9/10/2020,GA,LTD,LTD,N,30329,0,0,1,2,0,0,0,6,7037781803,2,9407331646,108,0,0
760 BROADWAY,FORT BENNING,SYED M HASAN,SOUTH EAST,ATLANTA SOUTH,Decile 5-6,SYED M HASAN@gmail.com,12/20/2021,U000101,NATION,US,8/25/2021,10018453,1001001,EXL,Hospitals,9/10/2020,GA,LTD,LTD,N,31905,0,1,1,3,1,0,0,6,7037767799,2,8307331654,109,1,1
347 EDISON ST,SHREVEPORT,LUCINDA LEONOR RIPOLL,SOUTHWEST,NEW ORLEANS,Decile 3-4,LUCINDA LEONOR RIPOLL@aolmail.com,12/20/2021,U000101,NATION,US,1/31/2021,10018460,1001001,EXL,Hospitals,9/10/2020,LA,LTD,LTD,N,71103,2,0,0,3,0,0,2,3,7037762917,2,8107331662,110,1,1
550 REDMOND RD NW,TERRYTOWN,AMAR K SINGH,SOUTHWEST,NEW ORLEANS,Decile 9-10,AMAR K SINGH@thunderbird.com,12/20/2021,U000101,NATION,US,1/16/2021,10018467,1001001,EXL,Consultants,9/10/2020,LA,LTD,LTD,Y,70056,1,2,3,4,1,1,0,10,7037767798,2,9007331670,111,0,0
5301 E GRANT RD,HOUSTON,LYNNETTE GAIL WRIGHT,SOUTHWEST,HOUSTON,Decile 9-10,LYNNETTE GAIL WRIGHT@gmail.com,12/20/2021,U000101,NATION,US,11/13/2020,10018474,1001001,EXL,Hospitals,9/10/2020,TX,LTD,LTD,Y,77057,1,0,2,4,0,0,1,10,9043460113,2,7807331678,112,1,0
6408 E TANQUE VERDE RD,JBSA LACKLAND,KEVIN S GOETA-KREISLER,SOUTHWEST,SAN ANTONIO,Decile 3-4,KEVIN S GOETA-KREISLER@aolmail.com,12/20/2021,U000101,NATION,US,10/16/2020,10018481,1001001,EXL,Hospitals,9/10/2020,TX,LTD,LTD,N,78236,3,0,2,4,0,1,2,3,9197642374,2,7807331686,113,0,0
428 W BROADWAY ST,LACKLAND AFB,WENDY LYNETTE WILLIAMS,SOUTHWEST,SAN ANTONIO,Decile 5-6,WENDY LYNETTE WILLIAMS@yahoo.com,12/20/2021,U000101,NATION,US,4/16/2021,10018488,1001001,EXL,Consultants,9/10/2020,TX,LTD,LTD,N,78236,3,1,2,4,0,1,2,6,9197642000,2,7807331694,114,0,0
201 E UNIVERSITY PKWY,SAN ANTONIO,GEOFFREY BRYCE FROEHLICH,SOUTHWEST,SAN ANTONIO,Decile 9-10,GEOFFREY BRYCE FROEHLICH@outlook.com,12/20/2021,U000101,NATION,US,4/7/2021,10018495,1001001,EXL,Hospitals,9/10/2020,TX,LTD,LTD,Y,78229,0,2,2,2,0,0,0,10,3194672410,2,9407331702,115,1,1
600 N WOLFE STREET MEYER 119,SEATTLE,GLENN JORDAN TREISMAN,UPPER NORTHWEST CENTRAL,SEATTLE NORTH,Decile 9-10,GLENN JORDAN TREISMAN@icould.com,12/20/2021,U000101,NATION,US,6/14/2021,10018502,1001001,EXL,Consultants,9/10/2020,WA,LTD,LTD,Y,98104,0,2,3,3,1,0,0,9,3193562220,2,9407331710,116,0,0
1021 X RAY DR,ALBUQUERQUE,APRIL MARIE MAHRLE-HENSON,Unassigned,US,Decile 9-10,APRIL MARIE MAHRLE-HENSON@gmail.com,12/20/2021,U000101,NATION,US,7/13/2021,10018509,1001001,EXL,Hospitals,9/10/2020,NM,LTD,LTD,Y,87106,2,0,0,0,0,1,1,10,3193564693,2,9407331718,117,0,0
4502 MEDICAL DR,MESA,WILLIAM K IMSAIS,WEST,PHOENIX,Decile 7-8,WILLIAM K IMSAIS@EDU.ORG,12/20/2021,U000101,NATION,US,9/2/2021,10018516,1001001,EXL,Hospitals,9/10/2020,AZ,LTD,LTD,N,85213,2,1,3,4,0,0,2,8,3193847199,2,9407331726,118,1,0
1150 N INDIAN CANYON DR,PHOENIX,MICHELLE J MOURI,WEST,PHOENIX,Decile 9-10,MICHELLE J MOURI@thunderbird.com,12/20/2021,U000101,NATION,US,8/30/2021,10018523,1001001,EXL,Hospitals,9/10/2020,AZ,LTD,LTD,Y,85008,0,0,1,1,0,0,0,9,7086602243,2,8107331734,119,0,0
801 N LINCOLN AVE,LOS ANGELES,BRADLY PHILLIP MESSNER,WEST,LOS ANGELES EAST,Decile 9-10,BRADLY PHILLIP MESSNER@yahoo.com,12/20/2021,U000101,NATION,US,11/26/2020,10018530,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,Y,90045,3,0,0,1,0,1,2,10,3147473338,2,8107331742,120,0,0
2 TAMPA GENERAL CIR,ATASCADERO,CUC THI MAI,WEST,SAN  FRANCISCO WEST,Decile 3-4,CUC THI MAI@yahoo.com,12/20/2021,U000101,NATION,US,6/22/2021,10018537,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,N,93422,0,1,3,3,1,0,0,4,8605223951,2,8107331750,121,0,0
3950 AUSTELL RD,SAN MATEO,ROBERT DAVID VICHICH,WEST,SAN  FRANCISCO WEST,Decile 7-8,ROBERT DAVID VICHICH@GLOBAL.NET,12/20/2021,U000101,NATION,US,5/20/2021,10018544,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,N,94403,1,1,3,3,1,1,0,8,2155032430,2,8307331758,122,1,1
16465 SIERRA LAKES PKWY STE 100,COLTON,DALIA M NASSMAN,WEST,SAN BERNADINO / LAS VEGAS,Decile 5-6,DALIA M NASSMAN@thunderbird.com,12/20/2021,U000101,NATION,US,8/26/2021,10018551,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,N,92324,3,0,0,3,0,1,2,6,7573126184,2,9007331766,123,1,0
11100 EUCLID AVE,MORENO VALLEY,ROBERT J RONIS,WEST,SAN BERNADINO / LAS VEGAS,Decile 3-4,ROBERT J RONIS@outlook.com,12/20/2021,U000101,NATION,US,9/14/2021,10018558,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,N,92555,1,0,0,0,0,1,0,4,5408530931,2,9007331774,124,1,1
16761 SOUTHPARK CTR,PATTON,HUMA A RIZVI,WEST,SAN BERNADINO / LAS VEGAS,Decile 7-8,HUMA A RIZVI@gmail.com,12/20/2021,U000101,NATION,US,9/21/2021,10018565,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,N,92369,2,0,0,3,0,1,1,7,7043849286,2,9407331782,125,0,0
1613 HARRISON PKWY STE 200,RICHMOND,RICHARD F PETRIK,WEST,SAN FRANCISCO EAST,Decile 1-2,RICHARD F PETRIK@gmail.com,12/20/2021,U000101,NATION,US,4/18/2021,10018572,1001001,EXL,Consultants,9/10/2020,CA,LTD,LTD,N,94806,2,0,1,2,0,0,2,1,7042462788,2,7507331790,126,1,1
101 W 2ND ST,TOLEDO,GEETA SANJAY CHAVDA,GREAT LAKES,CLEVELAND,Decile 7-8,GEETA SANJAY CHAVDA@thunderbird.com,12/20/2021,U000101,NATION,US,5/8/2021,10018579,1001001,EXL,Hospitals,9/10/2020,OH,LTD,LTD,N,43608,1,1,1,4,0,1,0,7,6159367344,2,9007331798,127,0,0
1901 1ST AVE,SCRANTON,DIVYA ELIZABETH JOSE,MID-ATLANTIC,ALLENTOWN,Decile 9-10,DIVYA ELIZABETH JOSE@yahoo.com,12/20/2021,U000101,NATION,US,3/14/2021,10018586,1001001,EXL,Consultants,9/10/2020,PA,LTD,LTD,Y,18510,1,0,0,0,0,1,0,10,9529936047,2,8407331806,128,0,0
4631 N CONGRESS AVE STE 110,GREENSBORO,PETER A GOBAR,MID-CENTRAL,RALEIGH DURHAM,Decile 1-2,PETER A GOBAR@icould.com,12/20/2021,U000101,NATION,US,9/15/2021,10018593,1001001,EXL,Hospitals,9/10/2020,NC,LTD,LTD,N,27401,1,0,0,4,0,1,0,2,5072667891,2,7507331814,129,1,0
7777 FOREST LN STE C833,BOSSIER CITY,ROBERT BENSON FREELE,SOUTHWEST,NEW ORLEANS,Decile 7-8,ROBERT BENSON FREELE@outlook.com,12/20/2021,U000101,NATION,US,9/21/2020,10018600,1001001,EXL,Hospitals,9/10/2020,LA,LTD,LTD,N,71111,2,0,2,4,0,1,1,7,5072664419,2,8407331822,130,0,0
7310 RITCHIE HWY STE 800,CORONA,FER  EREN,WEST,LOS ANGELES EAST,Decile 9-10,FER  EREN@thunderbird.com,12/20/2021,U000101,NATION,US,8/27/2021,10018607,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,Y,92882,3,0,0,0,0,1,2,10,6512417154,2,9407331830,131,0,0
410 W 10TH AVE,LOMA LINDA,SAMUEL T JERSAK,WEST,SAN BERNADINO / LAS VEGAS,Decile 5-6,SAMUEL T JERSAK@yahoo.com,12/20/2021,U000101,NATION,US,2/4/2021,10018614,1001001,EXL,Hospitals,9/10/2020,CA,LTD,LTD,N,92350,0,1,1,4,0,0,0,5,3143622826,2,8107331838,132,1,1
901 E SOUTHWIND RD,CLYDE,TANVEER H SHAN,MID-CENTRAL,CHARLOTTE,Decile 5-6,TANVEER H SHAN@gmail.com,12/20/2021,U000101,NATION,US,5/31/2021,10018621,1001001,EXL,Hospitals,9/10/2020,NC,LTD,LTD,N,28721,2,1,1,4,0,1,1,6,3142861799,2,7507331846,133,0,0
2000 6TH AVE S FL 2,MANCHESTER,LAURA PENNOCK LIEB,NORTHEAST,BOSTON NORTH,Decile 5-6,LAURA PENNOCK LIEB@gmail.com,12/20/2021,U000101,NATION,US,8/29/2021,10018628,1001001,EXL,Hospitals,9/10/2020,NH,LTD,LTD,N,03102,2,0,0,0,0,0,2,5,4178817638,2,8407331854,134,0,0
4525 CAMERON VALLEY PKWY STE 3100,BAY SHORE,ROBYN B BREWER,NORTHEAST,LONG ISLAND,Decile 5-6,ROBYN B BREWER@thunderbird.com,12/20/2021,U000101,NATION,US,12/2/2020,10018635,1001001,EXL,Hospitals,9/10/2020,NY,LTD,LTD,N,11706,2,0,0,0,0,0,2,5,2033333937,2,7807331862,135,0,0
600 E 233RD ST,AUBURN,NASHLEY MELISSA HARRIGAN,NORTHEAST,ROCHESTER,Decile 5-6,NASHLEY MELISSA HARRIGAN@gmail.com,12/20/2021,U000101,NATION,US,1/8/2021,10018642,1001001,EXL,Owns,9/10/2020,NY,LTD,LTD,N,13021,3,0,0,0,0,1,2,5,2032001517,2,7807331870,136,0,0
1400 PELHAM PKWY S,GENEVA,SCHANTAL F POLANCO,NORTHEAST,ROCHESTER,Decile 5-6,SCHANTAL F POLANCO@thunderbird.com,12/20/2021,U000101,NATION,US,2/9/2021,10018649,1001001,EXL,Consultants,9/10/2020,NY,LTD,LTD,N,14456,2,2,2,2,0,0,2,5,2032764468,2,9007331878,137,1,1
655 W 8TH ST,TAMPA,MARK S MCINTOSH,SOUTH EAST,TAMPA,Decile 7-8,MARK S MCINTOSH@gmail.com,12/20/2021,U000101,NATION,US,11/14/2020,10018656,1001001,EXL,Owns,9/10/2020,FL,LTD,LTD,N,33606,1,0,0,3,0,0,1,7,2039084110,2,8307331886,138,1,1
601 E ROLLINS ST,FORT GORDON,LANDON M LICHTMAN,SOUTH EAST,ATLANTA NORTH,Decile 3-4,LANDON M LICHTMAN@yahoo.com,12/20/2021,U000101,NATION,US,10/12/2020,10018663,1001001,EXL,Owns,9/10/2020,GA,LTD,LTD,N,30905,1,2,2,3,0,0,1,4,4137947297,2,8407331894,139,0,0
11100 EUCLID AVE,GULFPORT,CRISTINA M CARPINTERO-RAMIREZ,SOUTHWEST,MOBILE PENSACOLA,Decile 9-10,CRISTINA M CARPINTERO-RAMIREZ@gmail.com,12/20/2021,U000101,NATION,US,7/31/2021,10018670,1001001,EXL,Owns,9/10/2020,MS,LTD,LTD,Y,39501,2,0,0,0,0,0,2,10,4137941767,2,8407331902,140,1,1
147 ASHELAND AVE,FORT HOOD,JAMES D LADD,SOUTHWEST,AUSTIN,Decile 7-8,JAMES D LADD@gmail.com,12/20/2021,U000101,NATION,US,12/15/2021,10018677,1001001,EXL,Hospitals,9/10/2020,TX,LTD,LTD,N,76544,2,2,3,4,0,0,2,7,6036509478,2,9407331910,141,0,0
200 RETREAT AVE,DALLAS,MIRIAM M FRIEDLANDER,SOUTHWEST,DALLAS,Decile 9-10,MIRIAM M FRIEDLANDER@gmail.com,12/20/2021,U000101,NATION,US,12/3/2021,10018684,1001001,EXL,Owns,9/10/2020,TX,LTD,LTD,Y,75246,0,0,0,4,0,0,0,9,2015696110,2,8407331918,142,0,0
80 JESSE HILL JR DR SE,COLORADO SPRINGS,GEETANJALI G VASANDANI,UPPER NORTHWEST CENTRAL,DENVER,Decile 1-2,GEETANJALI G VASANDANI@outlook.com,12/20/2021,U000101,NATION,US,5/16/2021,10018691,1001001,EXL,Consultants,9/10/2020,CO,LTD,LTD,N,80913,3,0,0,4,0,1,2,1,6104021689,2,8407331926,143,1,1
49 JESSE HILL JR DR SE 482,LOVELAND,SARA D TURBOW,UPPER NORTHWEST CENTRAL,DENVER,Decile 1-2,SARA D TURBOW@gmail.com,12/20/2021,U000101,NATION,US,8/18/2021,10018698,1001001,EXL,Hospitals,9/10/2020,CO,LTD,LTD,N,80538,3,0,0,4,0,1,2,1,2155039357,2,7507331934,144,0,0
1350 E MARKET ST,LAWRENCEVILLE,ANDREW J BEISTEL,Unassigned,US,Decile 7-8,ANDREW J BEISTEL@outlook.com,12/20/2021,U000101,NATION,US,1/2/2021,10018705,1001001,EXL,Owns,9/10/2020,IL,LTD,LTD,N,62439,1,0,0,0,0,0,1,7,2159552516,2,8307331942,145,0,0
877 JEFFERSON AVE,BURLINGTON,CLARE LOUISE MCCARTHY,Unassigned,US,Decile 9-10,CLARE LOUISE MCCARTHY@gmail.com,12/20/2021,U000101,NATION,US,1/14/2021,10018712,1001001,EXL,Owns,9/10/2020,VT,LTD,LTD,Y,05401,2,2,2,4,1,0,2,9,2159553745,2,7807331950,146,1,1
1708 CORPORATE DR,LYNWOOD,RAMAKANTH KAMARAJU VEMULURI,WEST,LOS ANGELES EAST,Decile 7-8,RAMAKANTH KAMARAJU VEMULURI@aolmail.com,12/20/2021,U000101,NATION,US,3/2/2021,10018719,1001001,EXL,Owns,9/10/2020,CA,LTD,LTD,N,90262,2,0,0,2,0,0,2,7,7178513521,2,9007331958,147,0,0
1501 KINGS HWY,ARCADIA,MARY JO FITZ-GERALD,WEST,LOS ANGELES NORTH,Decile 5-6,MARY JO FITZ-GERALD@aolmail.com,12/20/2021,U000101,NATION,US,1/19/2021,10018726,1001001,EXL,Owns,9/10/2020,CA,LTD,LTD,N,91007,3,1,3,4,1,1,2,6,7038105428,2,8307331966,148,0,0
